image_id,id,constellation,collection,providerName,providerProperties,sceneId,producer,acquisitionDate,start_datetime,end_datetime,cloudCoverage,resolution,deliveryTime,cost,image_id,area,incidence_angle,geometry
10,f0eb6819-11d5-403c-8917-facfa736cd01,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-12-14T15:43:40.590365491Z', 'processingDate': '2022-10-02T11:08:12.413Z', 'azimuthAngle': 179.9984183485463, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '9849c9a9-b5bd-43c3-adcf-e2c22c027f5e', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_02103104234517', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.856300959598016, 'lon': 2.3422155878504425}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '17750eb8-1218-4e40-9fb8-9da3272301c6', 'publicationDate': '2022-12-14T15:43:40.590365491Z', 'illuminationElevationAngle': 37.20238681923578, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-12-11T15:42:08.039724336Z', 'incidenceAngleAcrossTrack': 2.2193437367531, 'illuminationAzimuthAngle': 165.52522911027341, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 11.137894522315179, 'incidenceAngle': 11.3855479248071, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",f0eb6819-11d5-403c-8917-facfa736cd01,airbus,2022-10-02 10:54:22.582000+00:00,,,100.0,0.3,HOURS,351000,10,196.0865964874782,11.3855479248071,"POLYGON ((2.24427814 48.91821882, 2.24469611 48.79535988, 2.43988585 48.79435123, 2.44015304 48.91726797, 2.24427814 48.91821882))"
11,cf588d33-7244-4bc6-bb38-13f7019cde10,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202212121103256_FR1_PX_E002N49_0801_01200', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-12-12T17:47:41.973117337Z', 'processingDate': '2022-12-12T17:16:10.643Z', 'parentIdentifier': 'DS_PHR1B_202212121103256_FR1_PX_E002N49_0801_01200', 'azimuthAngle': 180.0429348993139, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'a8d5b7bd-1be6-4f92-a18c-cc9e6ecdccc1', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.01530714804851, 'lon': 2.5981891755454107}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '942fa8a3-0f07-4622-ad55-624f6448496c', 'publicationDate': '2022-12-12T17:47:41.973117337Z', 'illuminationElevationAngle': 17.52334257124591, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-12-09T17:47:12.702948713Z', 'incidenceAngleAcrossTrack': -12.01942571026085, 'illuminationAzimuthAngle': 170.2984915407047, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 14.69678776629976, 'incidenceAngle': 18.66616653663849, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202212121103256_FR1_PX_E002N49_0801_01200', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",cf588d33-7244-4bc6-bb38-13f7019cde10,airbus,2022-12-12 11:03:25.681000+00:00,,,83.40543782562182,0.5,HOURS,161650,11,305.72802644367516,18.66616653663849,"POLYGON ((2.74530882 49.08429465, 2.72417343 49.08374705, 2.57939019 49.07900474, 2.45105764 49.07350982, 2.45136172 48.94619644, 2.47219757 48.947109889999986, 2.58677657 48.95152419, 2.74516231 48.95601982, 2.74532071 49.04587751, 2.74530882 49.08429465))"
12,e85b2e37-2760-4c58-a87a-903e17e6547e,spot,spot,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_SPOT6_202212121036086_FR1_FR1_FR1_FR1_E003N49_01709', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-12-12T12:45:11.745576265Z', 'processingDate': '2022-12-12T11:03:24.469Z', 'parentIdentifier': 'DS_SPOT6_202212121036086_FR1_FR1_FR1_FR1_E003N49_01709', 'azimuthAngle': 180.0250256314612, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '27a99a96-0037-4467-ad25-f983a8bc3542', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.2612672765889, 'lon': 2.8821135983407267}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '94b99489-13ea-4c13-a0a7-f4f37b148479', 'publicationDate': '2022-12-12T12:45:11.745576265Z', 'illuminationElevationAngle': 16.499151952392843, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-12-09T12:42:21.569733734Z', 'incidenceAngleAcrossTrack': -11.979719618270622, 'illuminationAzimuthAngle': 164.37740627792164, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -10.819491409481302, 'incidenceAngle': 15.645816828848696, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_SPOT6_202212121036086_FR1_FR1_FR1_FR1_E003N49_01709', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",e85b2e37-2760-4c58-a87a-903e17e6547e,airbus,2022-12-12 10:36:08.624000+00:00,,,100.0,1.5,HOURS,15531,12,3521.6983124765543,15.645816828848696,"POLYGON ((2.4439836 49.52052008, 2.44423493 49.02548397, 3.31992335 49.00126844, 3.3202436 49.49951006, 2.4439836 49.52052008))"
13,3c4822f1-68dc-44cd-863a-0ffbbeba19c2,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202212071051394_FR1_PX_E002N49_0802_01728', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-12-07T15:53:03.570106094Z', 'processingDate': '2022-12-07T15:20:39.912Z', 'parentIdentifier': 'DS_PHR1B_202212071051394_FR1_PX_E002N49_0802_01728', 'azimuthAngle': 180.010530063017, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '177a7c22-7608-4565-8cd1-40c4118b1d19', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.04474453839315, 'lon': 2.598480139250687}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '71feb5c9-c2c7-4c81-91b3-9adebe4ba23e', 'publicationDate': '2022-12-07T15:53:03.570106094Z', 'illuminationElevationAngle': 17.65291965689239, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-12-04T15:52:10.584392278Z', 'incidenceAngleAcrossTrack': 10.47535357735175, 'illuminationAzimuthAngle': 167.8996456093207, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 1.88258862068467, 'incidenceAngle': 10.63587450782046, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202212071051394_FR1_PX_E002N49_0802_01728', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",3c4822f1-68dc-44cd-863a-0ffbbeba19c2,airbus,2022-12-07 10:51:39.430000+00:00,,,29.9,0.5,HOURS,144160,13,400.51756895288327,10.63587450782046,"POLYGON ((2.45646241 49.1321781, 2.45642802 49.11989802, 2.45729027 48.95781719, 2.57431141 48.95831821, 2.73967452 48.9572392, 2.74053226 49.1306818, 2.62340753 49.13204453999999, 2.45646241 49.1321781))"
14,9e805459-01fb-4731-a8ff-660631fcdfa9,spot,spot,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_SPOT6_202212071024479_FR1_FR1_FR1_FR1_E002N49_01709', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-12-07T10:57:26.864879131Z', 'processingDate': '2022-12-07T10:51:17.627Z', 'parentIdentifier': 'DS_SPOT6_202212071024479_FR1_FR1_FR1_FR1_E002N49_01709', 'azimuthAngle': 180.01753656388334, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '10687f0c-91d5-4f65-b466-cbf955cc356a', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.26956366850202, 'lon': 2.1557947156743937}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '0b3e09c0-6747-4b2f-a474-29b89a6bdb24', 'publicationDate': '2022-12-07T10:57:26.864879131Z', 'illuminationElevationAngle': 16.455798231667984, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-12-04T10:57:05.885505242Z', 'incidenceAngleAcrossTrack': 10.174558700191287, 'illuminationAzimuthAngle': 161.39332166273226, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -6.362450159036718, 'incidenceAngle': 11.837702915074262, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_SPOT6_202212071024479_FR1_FR1_FR1_FR1_E002N49_01709', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",9e805459-01fb-4731-a8ff-660631fcdfa9,airbus,2022-12-07 10:24:47.874000+00:00,,,55.87284768211921,1.5,HOURS,35838,14,3409.466785851412,11.837702915074262,"POLYGON ((2.58885567 49.51919909, 1.72273376 49.50906627, 1.73022474 49.01915451999999, 2.58228499 49.0284544, 2.58885567 49.51919909))"
15,eb6c6c8a-397a-4e77-9a30-e1c2323e90bd,spot,spot,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_SPOT6_202211251017159_FR1_FR1_FR1_FR1_E003N49_01709', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-11-25T11:27:15.525110871Z', 'processingDate': '2022-11-25T10:48:39.586Z', 'parentIdentifier': 'DS_SPOT6_202211251017159_FR1_FR1_FR1_FR1_E003N49_01709', 'azimuthAngle': 180.0159670663243, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'e9a54779-e1c7-40d7-a940-e7d7dab4b34c', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.26393846617031, 'lon': 2.872010116126884}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '490e3224-1bea-454e-951a-60a58e8b0d4c', 'publicationDate': '2022-11-25T11:27:15.525110871Z', 'illuminationElevationAngle': 18.357878966336116, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-11-22T11:22:11.292293089Z', 'incidenceAngleAcrossTrack': 15.003769329355944, 'illuminationAzimuthAngle': 160.78157079707802, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 5.72142001137309, 'incidenceAngle': 15.841473312004073, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_SPOT6_202211251017159_FR1_FR1_FR1_FR1_E003N49_01709', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",eb6c6c8a-397a-4e77-9a30-e1c2323e90bd,airbus,2022-11-25 10:17:15.874000+00:00,,,34.8,1.5,HOURS,18149,15,3575.3382427583447,15.841473312004073,"POLYGON ((2.42350337 49.51984482, 2.4325684 49.02189195, 3.31255593 49.00718381, 3.32051686 49.50347077999999, 2.42350337 49.51984482))"
16,3ad1595d-948b-4ab8-808c-3015bef454c2,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202211231058345_FR1_PX_E002N49_0802_01618', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-11-23T16:19:16.259402896Z', 'processingDate': '2022-11-23T15:48:25.245Z', 'parentIdentifier': 'DS_PHR1B_202211231058345_FR1_PX_E002N49_0802_01618', 'azimuthAngle': 179.995254015666, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '68d2ed02-d440-4d3a-8d8e-302256980c3f', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.041919648208804, 'lon': 2.598592266365391}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'c39941fc-0063-413d-88cb-0b0b83da4e4c', 'publicationDate': '2022-11-23T16:19:16.259402896Z', 'illuminationElevationAngle': 20.24939684159436, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-11-20T16:17:16.530116998Z', 'incidenceAngleAcrossTrack': 4.141935126580123, 'illuminationAzimuthAngle': 170.5220490769129, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -19.30429070037946, 'incidenceAngle': 19.68144230370878, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202211231058345_FR1_PX_E002N49_0802_01618', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",3ad1595d-948b-4ab8-808c-3015bef454c2,airbus,2022-11-23 10:58:34.555000+00:00,,,95.65445178566232,0.5,HOURS,156680,16,423.5039352822497,19.68144230370878,"POLYGON ((2.74390576 49.13411944, 2.66675455 49.13353797, 2.58065672 49.13221504, 2.45327877 49.12935464999999, 2.45381859 48.949651459999984, 2.57360904 48.95265734, 2.74346673 48.95487654, 2.74390576 49.13411944))"
17,a4902266-859c-4333-9f13-921f48e14e86,spot,spot,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_SPOT7_202211191011311_FR1_FR1_FR1_FR1_E003N49_04550', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-11-21T17:06:30.656512074Z', 'processingDate': '2022-11-19T10:40:32.662Z', 'parentIdentifier': 'DS_SPOT7_202211191011311_FR1_FR1_FR1_FR1_E003N49_04550', 'azimuthAngle': 179.99649395171215, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'c09eef04-935d-47f2-97e2-0b8e46d4f091', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.79735942551286, 'lon': 2.868750664770056}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '8e8318da-d355-4c88-be65-fa6e8615e3af', 'publicationDate': '2022-11-21T17:06:30.656512074Z', 'illuminationElevationAngle': 19.829972509505033, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-11-18T15:08:24.343768753Z', 'incidenceAngleAcrossTrack': 22.602666840764087, 'illuminationAzimuthAngle': 159.38528455386484, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -8.245445267908972, 'incidenceAngle': 23.468612083295824, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_SPOT7_202211191011311_FR1_FR1_FR1_FR1_E003N49_04550', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",a4902266-859c-4333-9f13-921f48e14e86,airbus,2022-11-19 10:11:31.124000+00:00,,,68.34401021711366,1.5,HOURS,343258,17,11778.629230028935,23.468612083295824,"POLYGON ((3.36382128 49.566335639999984, 2.37368005 49.53703284, 2.38654947 48.91768751999999, 2.38664026 48.91354036, 2.39976886 48.30115454, 2.39984511 48.29701373, 2.4052873 48.03406542, 3.33569251 48.06528207, 3.34013144 48.32803485999999, 3.34017112 48.33216105999998, 3.35182511 48.94404978, 3.35187495 48.94818428, 3.36382128 49.566335639999984))"
18,f94afc80-984a-46cb-88c7-608b42e015ad,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202211171055563_FR1_PX_E002N49_0802_01769', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-11-17T16:39:41.081560023Z', 'processingDate': '2022-11-17T15:48:14.451Z', 'parentIdentifier': 'DS_PHR1A_202211171055563_FR1_PX_E002N49_0802_01769', 'azimuthAngle': 180.0444653402814, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'e9f8faff-ef26-459c-8d1d-03f89c7776d0', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.041561243289514, 'lon': 2.5984776069209494}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '0820fd04-4dde-474b-b123-7a8cd101aafc', 'publicationDate': '2022-11-17T16:39:41.081560023Z', 'illuminationElevationAngle': 21.55004635120457, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-11-14T16:17:15.676363134Z', 'incidenceAngleAcrossTrack': 3.581173377985501, 'illuminationAzimuthAngle': 169.9601594443416, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 5.329931084735414, 'incidenceAngle': 6.409827336836488, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202211171055563_FR1_PX_E002N49_0802_01769', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",f94afc80-984a-46cb-88c7-608b42e015ad,airbus,2022-11-17 10:55:56.305000+00:00,,,69.49248319907765,0.5,HOURS,149370,18,398.5757566519446,6.409827336836488,"POLYGON ((2.62257583 49.13080432999999, 2.46005397 49.13079206, 2.46072877 48.95318958, 2.56120175 48.95354776, 2.7363135 48.95223678, 2.73690125 49.129537169999985, 2.62257583 49.13080432999999))"
19,26db63d0-1c70-44b9-b53e-36a7e5fe48b0,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-11-16T15:58:30.321716572Z', 'processingDate': '2022-07-24T11:14:03.318Z', 'azimuthAngle': 179.88830048125124, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'd9592d4d-780e-429b-8652-81d5106d17b5', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_01734203297164', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.86538630230062, 'lon': 2.344485962159925}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '0d115dea-0889-4ac5-9457-8b1f940b9abb', 'publicationDate': '2022-11-16T15:58:30.321716572Z', 'illuminationElevationAngle': 59.2176890736468, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-11-13T15:57:03.659176096Z', 'incidenceAngleAcrossTrack': -1.6126840562553195, 'illuminationAzimuthAngle': 152.23437366597858, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 0.08785474942767496, 'incidenceAngle': 1.6152092055391525, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",26db63d0-1c70-44b9-b53e-36a7e5fe48b0,airbus,2022-07-24 10:57:49.161000+00:00,,,0.0,0.3,HOURS,392400,19,218.24174841677748,1.6152092055391525,"POLYGON ((2.44064297 48.93506492999999, 2.24832896 48.93493666, 2.24852518 48.80967342, 2.24852573 48.80889914, 2.24852097 48.79581589, 2.44040498 48.79569085, 2.440434 48.80879809999998, 2.44043589 48.8095738, 2.44064297 48.93506492999999))"
20,edfa73f1-bd6f-41b1-be46-aee9d030ac29,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-11-16T13:43:09.449556253Z', 'processingDate': '2022-10-20T11:29:01.479Z', 'azimuthAngle': 180.28707379025613, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'dd44c104-9155-41f0-aba8-6cad6c3b48df', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_02110504477373', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.867551626668565, 'lon': 2.331002342777115}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '60893bc2-9c8c-4588-8e42-5998897a6ebb', 'publicationDate': '2022-11-16T13:43:09.449556253Z', 'illuminationElevationAngle': 30.47291477258373, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-11-13T13:32:06.368895138Z', 'incidenceAngleAcrossTrack': 9.860622225366857, 'illuminationAzimuthAngle': 167.1024411178812, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 10.651619024477913, 'incidenceAngle': 14.210786455964092, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",edfa73f1-bd6f-41b1-be46-aee9d030ac29,airbus,2022-10-20 10:50:36.250000+00:00,,,100.0,0.3,HOURS,392400,20,219.0135623341963,14.210786455964092,"POLYGON ((2.23063526 48.93661844, 2.23147455 48.80512457999998, 2.23147843 48.80431291, 2.2315083 48.80213959, 2.4309294 48.79846128, 2.43094038 48.80061051, 2.43094421 48.80141837, 2.43136942 48.93231201, 2.23063526 48.93661844))"
21,433f488a-13d2-4afa-bc65-277cae26518a,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-11-16T13:43:05.402221677Z', 'processingDate': '2022-10-20T11:29:01.659Z', 'azimuthAngle': 180.24036653001937, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'cce03ea7-8511-4f44-8e51-fafa7b74c3b0', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_02110504477372', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.86774178335868, 'lon': 2.331029550778143}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '60893bc2-9c8c-4588-8e42-5998897a6ebb', 'publicationDate': '2022-11-16T13:43:05.402221677Z', 'illuminationElevationAngle': 30.46538707304642, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-11-13T13:32:06.368892655Z', 'incidenceAngleAcrossTrack': 11.435409319577182, 'illuminationAzimuthAngle': 167.04594996890984, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 2.6604928204146896, 'incidenceAngle': 11.7149111041409, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",433f488a-13d2-4afa-bc65-277cae26518a,airbus,2022-10-20 10:50:24.248000+00:00,,,100.0,0.3,HOURS,381600,21,212.9303834021099,11.7149111041409,"POLYGON ((2.23094267 48.93373383, 2.23178063 48.80556756, 2.23179029 48.80477468, 2.23181472 48.80266275, 2.43062496 48.80172116, 2.43062633 48.80382468, 2.43062758 48.80461419, 2.43111643 48.93229605, 2.23094267 48.93373383))"
22,a91221c7-0276-477a-8b40-cfe5e46320d9,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-11-16T13:43:04.411704177Z', 'processingDate': '2022-10-20T11:27:03.051Z', 'azimuthAngle': 180.3619531613006, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '11ae0cff-e88b-49cb-a573-66e40eaf188d', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_02110504477371', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.86765654673584, 'lon': 2.3310296553019216}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '60893bc2-9c8c-4588-8e42-5998897a6ebb', 'publicationDate': '2022-11-16T13:43:04.411704177Z', 'illuminationElevationAngle': 30.45724646098243, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-11-13T13:32:06.368897178Z', 'incidenceAngleAcrossTrack': 13.52224999717385, 'illuminationAzimuthAngle': 166.98474064847017, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -6.1353605217477565, 'incidenceAngle': 14.60722452458459, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",a91221c7-0276-477a-8b40-cfe5e46320d9,airbus,2022-10-20 10:50:11.247000+00:00,,,100.0,0.3,HOURS,394200,22,220.09592724331935,14.60722452458459,"POLYGON ((2.43299691 48.93560014, 2.2290624 48.932657079999984, 2.23005201 48.80263469, 2.23006115 48.80183142, 2.23005869 48.79968458, 2.43250333 48.80302794, 2.43249825 48.80515937, 2.43249864 48.80596046, 2.43299691 48.93560014))"
23,88819125-b084-430c-b5bf-e7d364dfe682,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-11-16T13:42:21.19989373Z', 'processingDate': '2022-10-31T11:11:03.166Z', 'azimuthAngle': 179.76941490993394, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'ec209f28-04b1-4018-beaf-ed6daf03a341', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_02126804628324', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.867558351144496, 'lon': 2.331059976870414}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '60893bc2-9c8c-4588-8e42-5998897a6ebb', 'publicationDate': '2022-11-16T13:42:21.19989373Z', 'illuminationElevationAngle': 27.117323672016248, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-11-13T13:32:03.547054862Z', 'incidenceAngleAcrossTrack': -11.2453673284582, 'illuminationAzimuthAngle': 171.10929881377223, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 10.150045043334206, 'incidenceAngle': 14.880832051088039, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",88819125-b084-430c-b5bf-e7d364dfe682,airbus,2022-10-31 11:01:48.876000+00:00,,,60.0,0.3,HOURS,397800,23,221.33195858608764,14.880832051088039,"POLYGON ((2.43208984 48.93701767, 2.23031437 48.93216744, 2.23003012 48.801005979999985, 2.23003147 48.80019683, 2.23008443 48.79807507, 2.43203604 48.80238021999999, 2.43205186 48.80455595, 2.43205606 48.80537254, 2.43208984 48.93701767))"
